age,job,marital,education,housing
46,blue-collar,divorced,secondary,yes
32,management,married,tertiary,yes
39,blue-collar,married,unknown,yes
29,admin.,married,secondary,yes
27,blue-collar,single,secondary,yes
28,services,single,secondary,yes
47,blue-collar,married,secondary,yes
27,technician,married,unknown,yes
33,blue-collar,married,secondary,yes
30,management,single,tertiary,yes
33,blue-collar,married,secondary,yes
40,management,married,tertiary,no
38,technician,married,secondary,yes
32,admin.,single,secondary,yes
36,blue-collar,married,secondary,yes
30,services,married,secondary,yes
38,entrepreneur,married,secondary,yes
25,services,single,secondary,yes
28,blue-collar,married,secondary,yes
55,blue-collar,married,primary,yes
57,management,married,tertiary,yes
31,blue-collar,divorced,primary,yes
31,services,married,secondary,yes
38,technician,single,tertiary,yes
28,technician,single,tertiary,yes
23,technician,single,tertiary,yes
45,blue-collar,married,secondary,yes
46,technician,married,secondary,no
40,management,married,secondary,no
29,services,married,secondary,yes
30,admin.,married,primary,yes
31,admin.,single,secondary,yes
56,retired,married,unknown,yes
39,unemployed,single,secondary,yes
29,admin.,single,unknown,no
44,technician,married,secondary,yes
28,admin.,single,secondary,yes
26,management,single,tertiary,no
41,blue-collar,single,unknown,yes
31,services,single,secondary,yes
29,admin.,married,tertiary,yes
33,blue-collar,married,secondary,yes
23,student,single,unknown,yes
50,admin.,married,secondary,no
27,services,single,secondary,yes
45,blue-collar,married,primary,yes
50,self-employed,divorced,tertiary,yes
41,blue-collar,single,secondary,yes
44,management,married,tertiary,yes
56,retired,married,primary,yes
26,unemployed,married,primary,yes
34,admin.,single,secondary,no
33,blue-collar,single,secondary,yes
30,blue-collar,married,primary,yes
47,management,married,secondary,yes
26,admin.,married,secondary,yes
26,blue-collar,married,primary,yes
51,technician,married,secondary,yes
57,retired,married,tertiary,yes
33,blue-collar,married,secondary,yes
30,blue-collar,single,secondary,yes
40,unemployed,married,primary,yes
53,blue-collar,married,secondary,yes
27,services,single,secondary,yes
57,blue-collar,married,primary,yes
45,management,married,tertiary,yes
36,management,married,tertiary,no
39,blue-collar,married,primary,yes
28,technician,single,secondary,yes
34,technician,married,secondary,no
29,technician,married,secondary,yes
51,technician,married,secondary,yes
29,management,single,secondary,yes
32,admin.,single,secondary,yes
36,management,single,secondary,no
50,technician,married,secondary,yes
42,management,married,tertiary,yes
29,services,divorced,secondary,yes
34,management,single,tertiary,yes
33,technician,divorced,tertiary,yes
29,technician,single,secondary,yes
44,blue-collar,married,secondary,yes
25,entrepreneur,single,primary,yes
26,blue-collar,married,unknown,yes
53,management,married,tertiary,yes
45,blue-collar,married,secondary,yes
37,management,married,tertiary,no
43,blue-collar,married,secondary,yes
38,self-employed,married,secondary,yes
31,admin.,married,unknown,yes
38,services,married,secondary,yes
32,services,single,tertiary,yes
24,blue-collar,single,secondary,yes
34,admin.,single,secondary,yes
43,management,married,secondary,yes
40,technician,married,secondary,yes
55,retired,married,secondary,yes
34,services,married,secondary,yes
35,blue-collar,divorced,secondary,yes
59,technician,married,secondary,yes
50,admin.,single,secondary,yes
55,blue-collar,married,secondary,yes
29,admin.,married,secondary,yes
32,services,married,secondary,yes
27,management,single,tertiary,yes
36,management,married,tertiary,yes
33,admin.,married,secondary,yes
32,admin.,married,tertiary,yes
48,management,married,secondary,yes
47,admin.,divorced,secondary,no
36,management,married,secondary,no
29,management,married,tertiary,yes
35,management,single,secondary,yes
48,blue-collar,married,primary,yes
29,admin.,married,secondary,yes
28,services,single,secondary,yes
27,self-employed,single,tertiary,yes
51,services,divorced,secondary,yes
40,technician,single,tertiary,yes
60,retired,married,primary,yes
28,technician,single,secondary,yes
42,management,single,tertiary,yes
28,student,single,secondary,yes
27,admin.,single,secondary,yes
33,admin.,single,primary,yes
34,entrepreneur,married,tertiary,yes
29,blue-collar,married,primary,yes
34,blue-collar,married,secondary,yes
31,management,single,tertiary,yes
31,admin.,single,secondary,yes
36,blue-collar,single,secondary,yes
26,blue-collar,single,secondary,yes
34,blue-collar,married,secondary,yes
30,entrepreneur,married,secondary,yes
33,management,single,tertiary,no
39,admin.,divorced,secondary,no
45,services,married,secondary,yes
35,management,single,unknown,no
25,blue-collar,divorced,secondary,yes
57,admin.,married,secondary,no
54,retired,married,secondary,yes
30,student,single,tertiary,yes
26,student,single,tertiary,yes
33,technician,single,secondary,yes
26,technician,single,secondary,yes
53,admin.,married,secondary,yes
35,admin.,single,secondary,yes
27,technician,single,secondary,yes
35,self-employed,single,tertiary,yes
39,services,married,secondary,yes
32,admin.,single,secondary,yes
31,blue-collar,married,secondary,yes
34,management,married,tertiary,yes
38,blue-collar,single,unknown,yes
39,management,divorced,tertiary,yes
46,admin.,married,secondary,yes
29,blue-collar,single,secondary,yes
47,services,divorced,secondary,yes
53,management,married,tertiary,yes
29,management,divorced,tertiary,yes
58,retired,married,secondary,no
34,technician,married,secondary,yes
26,blue-collar,married,secondary,yes
31,management,single,tertiary,yes
55,blue-collar,married,primary,yes
30,blue-collar,married,primary,yes
29,blue-collar,married,secondary,yes
44,technician,married,secondary,yes
33,blue-collar,married,secondary,yes
42,blue-collar,married,secondary,yes
57,unknown,married,unknown,yes
38,technician,married,tertiary,yes
22,blue-collar,single,primary,yes
36,blue-collar,single,primary,yes
39,blue-collar,married,primary,yes
45,services,married,secondary,yes
35,blue-collar,married,primary,yes
22,services,single,primary,yes
56,management,divorced,tertiary,no
31,management,single,tertiary,no
51,technician,divorced,secondary,yes
37,services,single,tertiary,yes
32,technician,single,tertiary,yes
39,services,married,secondary,yes
32,technician,single,secondary,yes
30,services,married,secondary,yes
31,blue-collar,married,secondary,yes
51,management,single,unknown,yes
27,services,single,tertiary,yes
33,blue-collar,married,primary,yes
24,services,single,tertiary,yes
52,blue-collar,married,primary,yes
39,blue-collar,married,secondary,yes
31,blue-collar,single,primary,yes
33,admin.,married,secondary,yes
27,management,single,tertiary,yes
44,technician,married,secondary,yes
56,technician,divorced,secondary,yes
50,technician,divorced,unknown,yes
54,management,divorced,tertiary,yes
33,admin.,married,tertiary,yes
51,blue-collar,married,primary,yes
32,management,single,tertiary,yes
32,blue-collar,married,secondary,yes
35,blue-collar,married,primary,yes
47,technician,married,secondary,yes
49,blue-collar,married,secondary,yes
54,technician,married,tertiary,yes
31,admin.,single,tertiary,yes
26,services,married,secondary,yes
42,technician,divorced,secondary,yes
45,technician,single,tertiary,no
36,technician,married,secondary,yes
40,admin.,married,secondary,no
45,admin.,married,secondary,yes
27,management,single,tertiary,yes
51,blue-collar,married,primary,no
30,technician,single,tertiary,yes
28,admin.,married,secondary,yes
32,self-employed,married,secondary,yes
57,admin.,divorced,secondary,yes
31,admin.,married,secondary,no
47,technician,married,unknown,yes
34,blue-collar,married,secondary,yes
50,blue-collar,married,secondary,yes
33,admin.,single,secondary,yes
25,blue-collar,married,secondary,yes
39,blue-collar,married,secondary,yes
37,admin.,married,secondary,yes
40,management,married,tertiary,yes
43,admin.,married,primary,yes
32,self-employed,married,secondary,yes
25,blue-collar,single,secondary,yes
34,blue-collar,married,secondary,yes
30,blue-collar,married,secondary,yes
41,services,married,secondary,yes
36,blue-collar,married,secondary,yes
28,admin.,single,secondary,yes
29,blue-collar,single,secondary,yes
30,blue-collar,married,primary,yes
22,student,single,secondary,no
28,blue-collar,married,secondary,yes
27,blue-collar,single,primary,yes
31,blue-collar,single,unknown,yes
42,unemployed,divorced,secondary,yes
32,technician,married,tertiary,yes
25,blue-collar,married,secondary,yes
55,services,divorced,secondary,yes
33,services,married,secondary,yes
45,services,single,secondary,yes
43,blue-collar,married,primary,no
32,blue-collar,married,secondary,yes
51,entrepreneur,married,unknown,yes
35,blue-collar,married,secondary,yes
44,technician,divorced,secondary,yes
44,blue-collar,married,primary,yes
40,technician,married,secondary,yes
24,self-employed,single,tertiary,yes
32,technician,single,secondary,yes
51,technician,divorced,secondary,yes
28,management,single,tertiary,yes
45,admin.,married,secondary,yes
32,admin.,married,secondary,yes
25,blue-collar,married,secondary,yes
29,self-employed,married,secondary,no
29,technician,single,secondary,yes
38,blue-collar,married,primary,yes
44,blue-collar,married,primary,yes
34,technician,single,secondary,yes
31,technician,single,secondary,yes
41,admin.,single,secondary,yes
35,blue-collar,married,secondary,yes
40,blue-collar,married,secondary,yes
29,management,single,tertiary,yes
26,blue-collar,married,secondary,yes
59,technician,married,secondary,yes
39,services,single,secondary,yes
33,services,single,secondary,no
43,technician,married,secondary,yes
50,management,married,secondary,yes
48,technician,married,secondary,yes
46,blue-collar,divorced,primary,yes
31,blue-collar,single,primary,yes
43,technician,single,secondary,no
28,blue-collar,married,secondary,yes
40,admin.,married,unknown,yes
34,services,single,secondary,yes
42,blue-collar,single,primary,yes
51,admin.,married,primary,yes
41,blue-collar,married,secondary,yes
34,blue-collar,married,secondary,yes
43,management,married,tertiary,yes
59,technician,married,primary,yes
48,blue-collar,married,secondary,yes
35,blue-collar,married,secondary,yes
53,retired,married,secondary,yes
50,technician,divorced,unknown,yes
33,management,married,tertiary,yes
24,student,single,secondary,yes
52,services,divorced,primary,yes
35,technician,single,tertiary,yes
30,services,single,secondary,yes
41,management,married,tertiary,yes
45,management,single,tertiary,yes
43,blue-collar,married,secondary,yes
42,technician,divorced,secondary,yes
45,technician,single,secondary,no
50,blue-collar,married,primary,yes
43,blue-collar,married,secondary,yes
31,services,married,secondary,yes
59,blue-collar,married,primary,no
40,admin.,married,primary,yes
36,technician,single,unknown,yes
27,technician,single,tertiary,yes
21,services,single,secondary,yes
37,blue-collar,married,secondary,yes
26,technician,single,tertiary,yes
39,technician,married,secondary,yes
50,retired,married,secondary,yes
39,entrepreneur,married,tertiary,yes
32,management,married,secondary,yes
57,blue-collar,married,primary,yes
42,management,married,tertiary,no
42,blue-collar,married,secondary,yes
40,blue-collar,married,secondary,yes
30,services,divorced,secondary,yes
29,blue-collar,married,unknown,yes
35,admin.,married,secondary,yes
31,blue-collar,married,secondary,yes
43,technician,married,secondary,yes
39,technician,divorced,secondary,yes
37,management,single,secondary,yes
44,blue-collar,married,secondary,yes
52,technician,single,tertiary,yes
53,management,married,secondary,yes
41,blue-collar,married,secondary,yes
40,unemployed,single,secondary,yes
41,admin.,married,secondary,yes
40,services,married,secondary,no
55,management,married,tertiary,no
54,admin.,married,tertiary,yes
